Product Name,Region,Warehouse ID,Date,Business Unit,Strategic Initiative,Revenue,Expenses,Net Profit,ROI (%),Cost per Unit,Inventory Units,Carrying Cost Rate,Inventory Carrying Cost,Logistics Spend,Automation Investment,Automation Savings,ROI on Automation (%),Risk Category,Risk Score,Risk Status,Order Fulfillment Rate (%),Avg Delivery Time (Days),Network Efficiency Score,Carbon Emission (kg),Emission per Order (kg),Renewable Energy Usage (%),Waste Reduction (%),Initiative Impact Score,Projected Growth (%)
Corn Flakes,West,WH_4,2025-06-21,Consumer Goods,Warehouse Automation,45657.16,23430.82,22226.340000000004,94.86,320.93,1470,13.92,65669.98,3981.34,2990.27,531.66,17.78,High,3.16,Critical,98.06,5.14,73.78,2840.04,1.93,88.96,24.94,81.45,14.15
Nike T-Shirt,South,WH_4,2025-05-27,Consumer Goods,Demand Forecasting,54106.8,21853.84,32252.960000000003,147.58,459.88,1020,5.35,25095.65,12184.07,11809.03,1596.85,13.52,Medium,9.15,Watchlist,88.07,2.45,94.15,2047.46,2.01,67.52,35.74,71.11,19.69
Wooden Table,South,WH_4,2025-04-30,Home Essentials,Warehouse Automation,56067.78,24805.9,31261.879999999997,126.03,394.75,4333,6.55,112034.59,13530.23,19993.3,4226.28,21.14,Low,8.5,Watchlist,96.86,5.69,97.67,1548.67,0.36,34.42,18.86,84.39,17.09
Levi's Jeans,North,WH_3,2025-06-22,Home Essentials,Sustainable Packaging,34709.24,10831.56,23877.68,220.45,465.02,510,7.24,17170.4,6360.73,17215.03,2163.41,12.57,Medium,7.41,Critical,86.06,5.16,70.55,1839.27,3.61,99.19,39.57,60.43,5.4
Pasta,West,WH_4,2025-04-13,Electronics,Green Logistics,78471.0,30872.62,47598.380000000005,154.18,255.64,395,17.89,18064.93,10404.71,9215.79,2005.91,21.77,Low,2.38,Watchlist,87.88,4.98,86.53,2124.3,5.38,36.14,50.2,53.04,18.94
Sony Headphones,North,WH_2,2025-04-16,Home Essentials,Green Logistics,82172.33,35073.2,47099.130000000005,134.29,73.83,3575,8.51,22461.49,4990.04,18250.54,4249.85,23.29,High,5.56,Stable,90.37,6.8,75.1,1185.89,0.33,60.54,36.84,77.75,7.15
Wooden Table,North,WH_2,2025-06-23,Consumer Goods,Last-Mile Optimization,35307.22,6031.3,29275.920000000002,485.4,269.8,2761,12.06,89837.09,7891.23,13441.07,3144.87,23.4,Low,5.46,Watchlist,85.72,5.48,81.47,1652.75,0.6,68.13,37.43,80.85,10.91
iPhone 14,East,WH_2,2025-04-20,Fashion,Last-Mile Optimization,19127.96,8863.17,10264.789999999999,115.81,244.53,1191,6.16,17940.09,6727.71,3574.33,726.47,20.32,Low,6.14,Critical,85.7,6.66,74.83,2760.63,2.32,48.03,33.31,87.98,13.49
Wooden Table,East,WH_2,2025-04-23,Electronics,Demand Forecasting,63085.63,53697.48,9388.149999999994,17.48,314.26,2586,7.12,57862.56,3123.17,1912.44,427.59,22.36,Medium,3.61,Stable,98.03,3.5,84.17,959.93,0.37,70.27,15.42,62.55,5.85
Nike T-Shirt,West,WH_2,2025-05-19,Home Essentials,Sustainable Packaging,83980.58,14872.34,69108.24,464.68,59.56,4763,7.49,21247.95,4065.17,15755.27,1701.42,10.8,Low,3.94,Critical,95.01,4.0,75.95,741.77,0.16,88.58,27.18,65.82,19.94
Levi's Jeans,North,WH_4,2025-05-10,Consumer Goods,Green Logistics,24123.51,11919.03,12204.479999999998,102.39,335.89,4787,7.54,121236.07,12565.81,9083.89,762.75,8.4,Low,4.35,Stable,88.05,5.83,85.21,1288.29,0.27,20.6,19.0,84.07,6.6
Sony Headphones,South,WH_2,2025-05-28,Home Essentials,Green Logistics,86760.18,39128.77,47631.409999999996,121.73,118.82,1068,10.01,12702.67,8839.62,9289.06,2015.84,21.7,High,3.33,Watchlist,86.19,4.16,83.38,2534.87,2.37,85.66,45.63,77.42,16.34
Pasta,South,WH_1,2025-04-03,Fashion,Warehouse Automation,35044.99,9534.44,25510.549999999996,267.56,140.85,2109,5.14,15268.51,10229.82,4450.52,296.12,6.65,Low,1.19,Watchlist,98.03,6.66,74.78,719.11,0.34,59.55,21.19,75.31,14.76
Levi's Jeans,South,WH_3,2025-06-14,Home Essentials,Last-Mile Optimization,12237.32,9133.91,3103.41,33.98,227.33,4100,19.75,184080.47,12694.69,10962.47,640.19,5.84,Low,4.24,Watchlist,95.65,2.04,85.66,2088.51,0.51,75.67,11.58,58.25,13.79
Barbie Doll,South,WH_1,2025-04-29,Consumer Goods,Last-Mile Optimization,65335.48,6567.19,58768.29,894.88,311.17,1262,9.24,36285.16,14587.5,19525.66,4817.89,24.67,High,8.09,Watchlist,93.59,3.44,75.84,1075.38,0.85,74.23,32.92,98.45,13.47
Levi's Jeans,South,WH_2,2025-04-14,Home Essentials,Warehouse Automation,49048.5,26716.89,22331.61,83.59,404.6,1703,8.66,59670.33,11154.83,1327.99,225.73,17.0,High,8.05,Critical,92.71,1.62,99.24,2649.9,1.56,92.95,40.65,97.59,16.7
Pasta,East,WH_2,2025-05-23,Consumer Goods,Warehouse Automation,78696.06,49686.78,29009.28,58.38,60.98,1357,18.67,15449.4,2244.62,5363.94,473.35,8.82,Low,8.01,Stable,89.81,1.56,94.98,2159.12,1.59,90.14,21.79,52.26,17.3
Nike T-Shirt,North,WH_2,2025-05-05,Fashion,Warehouse Automation,27337.24,21153.15,6184.09,29.23,357.73,4433,10.8,171268.25,13513.8,16774.62,2883.28,17.19,Medium,5.16,Stable,94.56,2.26,99.28,1577.58,0.36,37.5,55.62,90.25,6.75
Sony Headphones,East,WH_2,2025-04-07,Fashion,Demand Forecasting,89719.89,15109.59,74610.3,493.79,458.61,3572,12.02,196906.22,12974.19,6582.85,884.78,13.44,Medium,9.37,Watchlist,92.47,2.55,84.08,2196.71,0.61,75.49,26.34,99.1,10.99
Hot Wheels Car,West,WH_3,2025-06-12,Fashion,Demand Forecasting,71030.91,21407.44,49623.47,231.8,170.5,2492,16.04,68151.71,5166.29,8800.27,1391.5,15.81,High,3.35,Critical,91.61,4.02,82.71,2919.97,1.17,90.67,13.77,69.98,5.21
Wooden Table,West,WH_3,2025-04-01,Electronics,Demand Forecasting,37096.44,25417.44,11679.000000000004,45.95,62.59,3807,14.37,34240.85,11544.81,19428.15,2250.07,11.58,High,5.29,Critical,93.14,3.44,90.71,2023.14,0.53,31.59,26.94,97.5,15.52
iPhone 14,South,WH_2,2025-05-16,Fashion,Green Logistics,82261.04,45388.01,36873.02999999999,81.24,311.49,2941,7.63,69897.83,13525.68,7692.44,1582.69,20.57,Medium,7.72,Stable,96.88,2.87,98.0,2188.97,0.74,33.76,46.93,68.34,6.41
Corn Flakes,West,WH_2,2025-05-10,Consumer Goods,Green Logistics,32432.93,8890.87,23542.059999999998,264.79,401.88,124,14.23,7091.25,9545.63,4735.59,501.89,10.6,Medium,3.01,Critical,87.11,3.34,71.04,2587.18,20.86,55.07,50.27,60.94,14.67
Corn Flakes,East,WH_2,2025-04-10,Consumer Goods,Green Logistics,55004.01,17840.96,37163.05,208.3,236.75,2039,9.73,46969.95,8932.07,17580.34,2450.57,13.94,High,2.57,Watchlist,95.66,6.27,88.48,2613.31,1.28,77.71,34.44,67.52,8.45
Adidas Sneakers,North,WH_3,2025-06-07,Fashion,Sustainable Packaging,71912.44,44102.83,27809.61,63.06,352.9,2008,7.79,55201.75,6592.64,3158.68,357.16,11.31,Medium,4.0,Watchlist,94.84,6.37,90.4,2703.84,1.35,20.44,57.39,74.06,18.39
Samsung Galaxy S22,South,WH_1,2025-04-12,Electronics,Demand Forecasting,82832.41,42746.65,40085.76,93.78,431.53,2781,10.99,131889.33,3167.44,7188.19,528.13,7.35,High,9.71,Stable,99.27,2.81,89.79,1723.49,0.62,79.3,56.93,99.49,10.17
Hot Wheels Car,North,WH_1,2025-04-07,Home Essentials,Last-Mile Optimization,89120.54,82133.88,6986.659999999989,8.51,495.87,3172,8.92,140302.65,9961.98,9395.14,2068.7,22.02,Low,5.21,Critical,86.41,4.58,91.29,659.73,0.21,84.51,16.68,76.63,5.95
Adidas Sneakers,North,WH_3,2025-06-19,Electronics,Warehouse Automation,29396.68,7521.27,21875.41,290.85,312.34,4334,19.01,257334.86,4111.44,2737.91,600.53,21.93,Low,6.97,Watchlist,93.77,4.73,77.06,590.9,0.14,27.11,46.99,79.5,16.67
Adidas Sneakers,East,WH_2,2025-06-09,Home Essentials,Sustainable Packaging,34777.12,33971.78,805.3400000000038,2.37,227.29,414,11.93,11225.9,11122.62,7459.63,1309.64,17.56,High,2.28,Watchlist,95.46,4.24,73.14,1124.03,2.72,35.7,34.48,61.7,19.07
Pasta,North,WH_2,2025-06-10,Fashion,Last-Mile Optimization,84437.83,70023.39,14414.440000000002,20.59,217.08,557,16.17,19551.72,4850.0,17782.85,1032.43,5.81,High,4.44,Watchlist,87.61,5.12,80.09,1748.19,3.14,89.4,22.01,52.02,12.74
Bookshelf,East,WH_2,2025-04-27,Fashion,Demand Forecasting,20276.84,11772.78,8504.06,72.23,188.34,3279,16.24,100292.86,14638.79,12814.02,2274.91,17.75,Low,6.44,Watchlist,92.13,3.73,81.11,2038.61,0.62,68.2,27.7,54.36,10.38
Corn Flakes,West,WH_4,2025-04-26,Consumer Goods,Green Logistics,21283.26,5542.59,15740.669999999998,283.99,115.16,3937,19.2,87049.9,11351.24,10382.89,1725.29,16.62,Low,5.01,Critical,96.27,4.92,92.45,2333.38,0.59,31.74,17.46,62.87,14.52
Levi's Jeans,East,WH_4,2025-06-04,Fashion,Warehouse Automation,35242.41,22308.39,12934.020000000004,57.98,185.78,3470,9.05,58341.42,3581.14,4831.65,255.54,5.29,Medium,6.71,Critical,87.29,2.76,72.91,1476.57,0.43,86.03,37.63,55.81,13.51
Barbie Doll,South,WH_3,2025-05-15,Electronics,Green Logistics,67822.79,48913.45,18909.339999999997,38.66,343.7,4761,16.45,269180.51,2775.08,6585.05,963.82,14.64,Medium,3.14,Critical,93.35,1.77,79.77,1899.6,0.4,58.17,29.07,66.94,9.58
Bookshelf,South,WH_2,2025-05-18,Home Essentials,Sustainable Packaging,92492.34,66271.84,26220.5,39.57,441.38,2507,19.58,216660.47,7904.75,9223.85,741.8,8.04,Low,5.36,Stable,85.25,6.63,94.45,1683.64,0.67,80.57,49.2,70.85,8.03
Nike T-Shirt,East,WH_3,2025-04-04,Fashion,Demand Forecasting,97644.55,97627.24,17.30999999999767,0.02,75.16,2510,17.65,33297.01,14067.72,15362.9,3557.54,23.16,Low,4.73,Stable,89.65,4.02,81.46,1472.85,0.59,46.82,15.75,96.2,14.24
Corn Flakes,South,WH_4,2025-06-02,Electronics,Warehouse Automation,12719.04,6799.16,5919.880000000001,87.07,349.73,1645,12.36,71107.8,12916.11,11783.25,1184.59,10.05,High,8.74,Critical,90.25,3.1,80.9,1133.39,0.69,55.03,50.28,75.1,12.27
Tomato Ketchup,East,WH_4,2025-06-23,Home Essentials,Green Logistics,19785.45,16271.08,3514.370000000001,21.6,157.6,452,14.05,10008.55,2596.26,3188.78,228.41,7.16,Medium,6.62,Watchlist,89.93,2.55,77.01,577.03,1.28,22.44,38.21,50.42,11.46
Samsung Galaxy S22,South,WH_2,2025-04-21,Electronics,Green Logistics,32668.32,8595.91,24072.41,280.04,181.82,4283,14.92,116187.27,4178.76,4739.27,710.69,15.0,Low,6.75,Critical,95.48,4.06,71.02,2377.43,0.56,35.16,57.48,57.33,16.12
iPhone 14,East,WH_4,2025-04-19,Consumer Goods,Demand Forecasting,26746.87,15095.26,11651.609999999999,77.19,127.64,1482,5.07,9590.54,7448.53,1345.89,221.73,16.47,High,5.23,Critical,95.46,4.39,89.36,1624.81,1.1,42.41,19.33,67.66,9.65
Pasta,South,WH_2,2025-06-23,Home Essentials,Last-Mile Optimization,71545.04,25258.73,46286.31,183.25,332.4,778,19.27,49833.61,13297.24,13988.89,2336.96,16.71,High,3.7,Stable,90.07,4.15,93.09,1066.19,1.37,43.0,17.76,81.44,5.06
iPhone 14,East,WH_2,2025-04-04,Consumer Goods,Demand Forecasting,83784.06,82611.79,1172.270000000004,1.42,100.86,990,5.88,5871.26,14445.7,11385.25,1318.9,11.58,High,8.4,Critical,86.95,6.3,85.98,2477.82,2.5,35.39,47.2,97.27,15.09
Sony Headphones,East,WH_3,2025-06-26,Electronics,Last-Mile Optimization,89084.22,7247.13,81837.09,1129.23,404.08,2480,10.8,108228.79,9021.7,18537.06,2106.34,11.36,High,7.44,Critical,95.77,2.99,75.39,1353.4,0.55,42.77,55.11,76.32,12.11
Adidas Sneakers,South,WH_2,2025-05-15,Fashion,Demand Forecasting,39119.78,24248.93,14870.849999999999,61.33,77.33,810,18.82,11788.34,6044.68,3658.18,361.98,9.9,Low,1.85,Stable,94.17,5.6,70.4,2723.54,3.36,51.51,27.34,57.72,6.35
Hot Wheels Car,East,WH_4,2025-06-14,Consumer Goods,Warehouse Automation,94686.2,88880.68,5805.520000000004,6.53,33.08,1334,18.18,8022.6,6052.9,15559.95,1458.85,9.38,Low,6.02,Stable,89.98,4.97,98.97,2396.61,1.8,86.23,30.41,79.58,14.63
Samsung Galaxy S22,West,WH_1,2025-05-09,Electronics,Warehouse Automation,55494.58,27839.02,27655.56,99.34,103.52,1013,10.61,11126.26,3533.14,14695.44,1599.98,10.89,Low,9.3,Stable,89.64,1.61,92.05,718.85,0.71,37.87,49.45,53.11,16.56
Wooden Table,West,WH_3,2025-05-29,Consumer Goods,Last-Mile Optimization,57622.71,48575.31,9047.400000000001,18.63,391.34,129,5.01,2529.19,11050.42,1518.85,210.97,13.89,Medium,1.9,Stable,88.38,1.74,91.47,553.08,4.29,49.61,59.18,75.72,16.53
Wooden Table,North,WH_4,2025-04-09,Electronics,Green Logistics,79080.99,9804.33,69276.66,706.59,457.78,2947,7.37,99427.02,12139.65,6027.65,625.22,10.37,High,5.4,Critical,97.39,4.13,91.04,2172.59,0.74,79.52,43.58,93.2,5.52
Corn Flakes,South,WH_4,2025-04-08,Consumer Goods,Green Logistics,17027.07,7591.85,9435.22,124.28,261.01,4910,7.21,92400.41,11990.64,13457.03,2005.37,14.9,Medium,4.81,Stable,87.59,2.52,99.55,2105.69,0.43,61.15,59.49,76.49,11.51
iPhone 14,North,WH_2,2025-05-19,Consumer Goods,Sustainable Packaging,22676.25,21327.61,1348.6399999999994,6.32,231.4,1301,11.29,33988.7,3356.3,15658.03,815.24,5.21,Medium,8.84,Critical,90.98,6.24,96.97,2400.49,1.85,78.32,22.6,65.41,11.29
iPhone 14,East,WH_2,2025-06-12,Fashion,Warehouse Automation,98219.16,40272.48,57946.68,143.89,339.51,4308,17.15,250837.46,10728.85,13768.48,2065.19,15.0,Medium,8.31,Watchlist,87.58,3.62,84.22,2032.1,0.47,94.49,12.26,80.19,5.69
LEGO Set,South,WH_3,2025-05-05,Home Essentials,Green Logistics,27349.93,19494.68,7855.25,40.29,339.45,3928,12.53,167069.96,4842.76,3035.88,457.12,15.06,High,4.98,Stable,92.63,3.3,90.2,884.92,0.23,92.9,49.38,59.53,18.28
Corn Flakes,East,WH_2,2025-04-14,Home Essentials,Sustainable Packaging,73662.59,53077.85,20584.739999999998,38.78,165.64,3457,19.08,109255.42,8879.95,8622.08,1806.5,20.95,High,9.89,Watchlist,88.58,6.53,95.74,1119.67,0.32,30.58,13.11,55.05,15.29
Wooden Table,South,WH_4,2025-06-18,Fashion,Last-Mile Optimization,75570.98,21369.71,54201.27,253.64,376.27,4540,15.58,266147.81,3902.22,14031.17,2233.55,15.92,Low,4.97,Watchlist,90.98,2.83,70.69,2444.68,0.54,84.66,58.16,96.19,7.23
Tomato Ketchup,East,WH_4,2025-06-17,Fashion,Sustainable Packaging,48703.71,40835.43,7868.279999999999,19.27,405.35,1196,14.3,69326.2,3978.89,12770.31,2860.23,22.4,Medium,9.15,Stable,92.36,4.03,91.49,1759.48,1.47,47.09,27.44,97.34,15.47
Wooden Table,East,WH_2,2025-06-10,Home Essentials,Sustainable Packaging,43198.63,31292.98,11905.649999999998,38.05,110.02,793,6.62,5775.68,9656.52,1634.71,218.66,13.38,Low,1.48,Stable,98.96,4.77,74.72,2682.63,3.38,63.01,48.93,67.74,5.27
Nike T-Shirt,West,WH_2,2025-04-06,Fashion,Demand Forecasting,80930.59,25195.7,55734.89,221.21,428.8,3369,10.76,155441.89,7502.91,9408.27,2334.17,24.81,Medium,3.58,Critical,92.95,6.8,94.01,984.06,0.29,56.76,22.7,62.25,13.33
Adidas Sneakers,East,WH_1,2025-05-21,Fashion,Warehouse Automation,94295.51,70317.25,23978.259999999995,34.1,25.62,3502,19.86,17818.64,6119.07,7628.6,881.24,11.55,Medium,4.02,Critical,89.0,2.69,96.77,2431.53,0.69,35.78,57.56,82.26,17.67
IKEA Chair,East,WH_4,2025-04-24,Consumer Goods,Sustainable Packaging,41067.92,14234.6,26833.32,188.51,153.48,3141,15.27,73613.72,8946.32,4648.92,670.21,14.42,High,3.3,Stable,91.28,3.17,77.74,1628.4,0.52,22.79,37.85,69.49,18.7
Bookshelf,East,WH_2,2025-05-19,Fashion,Demand Forecasting,14002.35,10783.07,3219.2800000000007,29.85,78.42,3834,15.44,46422.26,3960.98,16494.49,2771.52,16.8,Medium,9.93,Stable,98.58,5.35,71.46,2868.16,0.75,91.68,51.68,69.52,19.26
Samsung Galaxy S22,West,WH_2,2025-05-17,Consumer Goods,Green Logistics,45821.41,7480.81,38340.600000000006,512.52,405.75,2648,19.85,213273.56,14433.58,14296.32,1427.09,9.98,High,9.66,Watchlist,95.39,4.14,92.07,1810.64,0.68,82.85,40.1,97.32,13.39
Bookshelf,West,WH_2,2025-04-16,Fashion,Last-Mile Optimization,40235.5,22550.99,17684.51,78.42,317.24,4190,13.56,180244.35,5316.31,8600.05,640.67,7.45,Medium,3.14,Watchlist,87.4,5.04,97.84,2769.42,0.66,50.28,24.01,89.85,7.91
Hot Wheels Car,West,WH_3,2025-05-11,Fashion,Warehouse Automation,78586.48,53686.37,24900.109999999993,46.38,42.35,2504,10.77,11420.98,9668.81,11732.01,737.63,6.29,High,1.11,Watchlist,85.12,4.66,78.46,1398.07,0.56,24.69,17.38,87.93,13.48
Corn Flakes,North,WH_1,2025-06-23,Fashion,Warehouse Automation,29456.77,17851.33,11605.439999999999,65.01,250.83,2486,8.77,54686.51,3853.13,10738.73,978.41,9.11,Low,8.71,Watchlist,98.62,4.19,73.82,2872.06,1.16,89.8,42.37,80.74,6.05
Bookshelf,North,WH_2,2025-05-08,Consumer Goods,Demand Forecasting,22722.42,14504.75,8217.669999999998,56.66,190.14,3986,17.97,136194.28,7651.62,9143.84,1915.05,20.94,Medium,7.0,Watchlist,88.13,1.62,80.24,1147.38,0.29,39.41,58.3,90.91,15.1
IKEA Chair,North,WH_4,2025-04-29,Fashion,Last-Mile Optimization,45933.5,40608.23,5325.269999999997,13.11,420.64,687,17.71,51178.3,2810.83,3175.34,335.98,10.58,Medium,9.04,Stable,97.87,2.05,75.16,1967.65,2.86,21.24,20.83,98.7,11.34
IKEA Chair,West,WH_4,2025-06-21,Consumer Goods,Demand Forecasting,33006.22,25385.24,7620.98,30.02,203.56,482,10.9,10694.64,14045.36,4315.56,1077.0,24.96,Medium,9.6,Stable,99.49,1.82,71.31,1234.54,2.56,72.66,48.65,84.85,7.43
LEGO Set,South,WH_3,2025-04-30,Electronics,Last-Mile Optimization,34924.1,22038.25,12885.849999999999,58.47,380.95,107,12.94,5274.56,8019.59,6223.97,623.31,10.01,Low,6.46,Watchlist,98.33,6.53,90.44,1367.94,12.78,89.84,56.54,58.17,14.78
Samsung Galaxy S22,East,WH_1,2025-05-26,Consumer Goods,Demand Forecasting,72188.0,43959.96,28228.04,64.21,90.06,314,14.17,4007.11,7802.32,13402.85,2244.39,16.75,Medium,9.67,Critical,95.27,6.54,82.69,2766.71,8.81,25.6,14.05,92.75,10.85
Sony Headphones,North,WH_2,2025-06-20,Consumer Goods,Green Logistics,96767.99,80111.79,16656.20000000001,20.79,37.04,2843,14.76,15542.98,2543.14,1725.84,239.07,13.85,Low,7.28,Watchlist,97.54,3.69,85.18,1680.93,0.59,68.48,24.78,53.88,13.01
Corn Flakes,North,WH_3,2025-05-18,Home Essentials,Demand Forecasting,53295.62,9926.59,43369.03,436.9,251.01,879,16.06,35434.43,2821.77,7718.31,1915.9,24.82,High,6.01,Watchlist,95.36,6.77,91.32,1450.82,1.65,99.48,28.59,71.31,19.53
iPhone 14,West,WH_2,2025-04-26,Home Essentials,Green Logistics,36639.37,35103.3,1536.0699999999997,4.38,296.63,4131,7.59,93006.23,14756.4,19979.46,1388.54,6.95,Low,1.3,Watchlist,93.13,6.02,74.84,2287.73,0.55,61.69,50.21,89.97,13.32
Tomato Ketchup,East,WH_4,2025-04-08,Fashion,Sustainable Packaging,23253.3,7410.71,15842.59,213.78,122.23,3850,16.95,79764.24,5308.27,8959.47,1857.7,20.73,Medium,5.57,Critical,92.02,5.5,92.88,2366.56,0.61,83.02,43.43,51.61,12.18
IKEA Chair,East,WH_3,2025-05-13,Consumer Goods,Demand Forecasting,53360.37,45690.64,7669.730000000003,16.79,16.96,607,16.46,1694.51,2473.48,16123.95,1841.21,11.42,Low,5.47,Critical,88.29,2.43,83.59,1416.93,2.33,29.14,25.76,55.54,5.55
Wooden Table,West,WH_1,2025-06-08,Consumer Goods,Green Logistics,41613.08,9720.6,31892.480000000003,328.09,93.63,788,18.65,13760.05,13477.68,1365.1,179.89,13.18,Low,2.13,Critical,97.88,5.23,71.84,2232.47,2.83,95.42,33.93,67.88,5.72
IKEA Chair,South,WH_4,2025-06-20,Consumer Goods,Last-Mile Optimization,92772.03,19854.62,72917.41,367.26,47.91,974,18.3,8539.57,7145.38,8249.07,1264.12,15.32,Low,3.83,Watchlist,95.94,3.29,93.96,1375.01,1.41,50.69,19.39,76.57,10.03
Bookshelf,East,WH_4,2025-06-14,Consumer Goods,Warehouse Automation,43629.71,10170.12,33459.59,329.0,300.95,3297,13.58,134745.13,11225.13,9182.52,2102.41,22.9,High,9.49,Critical,99.48,2.96,70.0,1912.15,0.58,71.83,20.97,91.55,5.1
Corn Flakes,West,WH_1,2025-06-30,Consumer Goods,Last-Mile Optimization,24215.93,6864.07,17351.86,252.79,118.56,2539,6.66,20048.19,8601.59,17470.03,2134.4,12.22,High,4.88,Watchlist,85.89,6.09,77.68,2176.09,0.86,47.01,37.97,62.7,11.7
Sony Headphones,North,WH_3,2025-05-25,Fashion,Last-Mile Optimization,17134.46,8416.6,8717.859999999999,103.58,344.96,4415,16.91,257539.03,8026.27,14316.92,1359.35,9.49,High,5.4,Watchlist,86.84,2.34,96.3,2629.9,0.6,49.63,10.07,76.73,9.11
Nike T-Shirt,North,WH_2,2025-06-24,Consumer Goods,Green Logistics,98243.74,27152.29,71091.45000000001,261.82,292.06,2166,16.66,105391.49,13969.15,7409.65,1824.88,24.63,High,4.45,Stable,96.19,1.91,78.8,759.53,0.35,25.08,54.45,71.11,15.51
Levi's Jeans,North,WH_2,2025-05-29,Fashion,Demand Forecasting,50585.1,7863.65,42721.45,543.28,248.29,450,8.19,9150.73,10788.0,19883.54,2665.98,13.41,Medium,3.76,Critical,92.89,6.57,82.37,1742.91,3.87,31.03,49.29,80.09,19.08
LEGO Set,East,WH_2,2025-05-09,Electronics,Green Logistics,56510.4,46684.84,9825.560000000005,21.05,244.91,4462,15.47,169054.37,11203.05,16507.38,1801.14,10.91,Low,4.46,Critical,99.44,3.73,98.87,2844.0,0.64,42.69,25.2,93.56,8.56
Nike T-Shirt,North,WH_3,2025-04-05,Fashion,Last-Mile Optimization,92769.36,73467.83,19301.53,26.27,412.49,209,10.55,9095.2,7960.23,1318.98,81.87,6.21,Low,3.41,Stable,96.89,6.04,79.76,1008.69,4.83,24.4,51.92,92.91,9.96
IKEA Chair,South,WH_4,2025-05-04,Fashion,Demand Forecasting,59470.66,17333.72,42136.94,243.09,320.36,2198,19.73,138929.05,7631.46,15462.29,1650.12,10.67,High,7.99,Critical,91.34,3.38,83.92,2258.68,1.03,66.71,23.98,87.11,12.04
Tomato Ketchup,South,WH_3,2025-05-26,Home Essentials,Demand Forecasting,28351.95,12017.75,16334.2,135.92,97.62,2581,7.15,18014.94,2432.18,14184.03,3016.7,21.27,High,9.61,Stable,89.65,3.89,76.29,2419.77,0.94,84.53,23.49,84.41,13.39
Samsung Galaxy S22,West,WH_1,2025-04-03,Fashion,Demand Forecasting,11086.48,8723.22,2363.26,27.09,244.92,2564,15.86,99596.82,2683.03,7010.97,1732.81,24.72,Medium,1.52,Watchlist,93.35,6.75,79.72,1681.74,0.66,97.85,10.11,81.21,7.03
Hot Wheels Car,West,WH_3,2025-04-11,Fashion,Sustainable Packaging,86306.43,84916.87,1389.5599999999977,-3.66,54.17,1480,19.25,15433.03,13814.88,1662.98,223.63,13.45,Medium,8.34,Stable,99.1,1.66,72.2,1885.49,1.27,62.43,36.32,82.1,10.77
iPhone 14,South,WH_2,2025-04-15,Electronics,Last-Mile Optimization,50299.42,39867.59,10431.830000000002,26.17,438.15,4776,14.95,312844.36,7068.95,1771.27,214.48,12.11,Medium,5.77,Critical,94.54,6.47,70.79,1814.61,0.38,95.82,24.94,96.82,6.31
Sony Headphones,South,WH_4,2025-05-06,Home Essentials,Green Logistics,68779.72,43892.43,24887.29,56.7,30.34,3540,12.82,13769.14,8549.29,13695.99,3081.77,22.5,Low,5.04,Stable,98.34,2.97,87.83,2904.07,0.82,91.02,55.1,86.84,14.18
Levi's Jeans,East,WH_2,2025-06-25,Home Essentials,Warehouse Automation,67702.1,10527.43,57174.670000000006,543.1,349.35,2188,8.69,66424.43,2247.3,16928.19,2962.53,17.5,Low,1.78,Critical,88.38,6.35,91.24,980.28,0.45,86.85,14.8,58.96,14.01
Corn Flakes,West,WH_2,2025-05-23,Consumer Goods,Demand Forecasting,16161.73,14386.03,1775.699999999999,12.34,203.86,1309,8.96,23910.01,2120.61,13688.95,1449.82,10.59,Low,5.62,Critical,93.5,4.78,74.84,1654.92,1.26,57.76,13.6,58.41,13.16
Wooden Table,South,WH_2,2025-05-07,Home Essentials,Green Logistics,57391.61,44467.38,12924.230000000003,29.06,130.33,3239,16.1,67964.36,5115.37,16074.9,1704.46,10.6,High,1.63,Stable,91.07,6.52,77.62,2189.21,0.68,72.07,48.0,95.47,16.44
Nike T-Shirt,East,WH_3,2025-04-12,Fashion,Demand Forecasting,26408.47,10377.35,16031.12,154.48,312.96,4279,9.14,122398.84,3299.07,16313.57,3495.99,21.43,High,3.67,Watchlist,94.24,2.78,83.99,2705.37,0.63,28.1,13.16,53.05,9.67
Barbie Doll,South,WH_2,2025-05-05,Consumer Goods,Last-Mile Optimization,35698.89,22310.77,13388.119999999999,60.01,237.08,2916,5.8,40096.87,2296.47,10033.44,1712.97,17.07,Medium,6.04,Stable,89.85,1.81,87.99,1346.77,0.46,53.09,11.41,67.11,8.24
Nike T-Shirt,West,WH_3,2025-04-13,Fashion,Last-Mile Optimization,81861.53,37096.22,44765.31,120.67,244.5,125,5.05,1543.41,3329.17,18999.74,1018.56,5.36,Low,7.96,Critical,88.48,5.29,77.53,764.85,6.12,48.81,44.93,84.44,18.79
Wooden Table,West,WH_2,2025-06-18,Electronics,Warehouse Automation,42443.61,20728.84,21714.77,104.76,408.24,3725,8.91,135493.84,11626.17,7546.78,1500.63,19.88,High,1.14,Stable,95.17,1.73,78.12,2161.42,0.58,28.98,45.0,89.47,10.07
Pasta,East,WH_2,2025-06-05,Fashion,Last-Mile Optimization,63330.17,47085.86,16244.309999999998,34.5,343.35,1620,18.92,105238.15,8386.44,9490.85,1333.55,14.05,Medium,7.91,Stable,95.17,3.12,87.47,1270.21,0.78,36.91,24.04,92.46,9.9
